Timestamp,Url,Sentiment Score,Sentiment Text
2013-10-03,http://www.theguardian.com/technology/2013/oct/02/bitcoin-silk-road-how-to-seize,0.00788895,positive
2013-10-02,http://www.theguardian.com/technology/2013/oct/02/alleged-silk-road-website-founder-arrested-bitcoin,-0.014069,negative
2013-10-02,http://www.theguardian.com/technology/blog/2013/oct/02/samsung-benchmark-makerbot-windows,0.0181092,positive
2013-09-27,http://www.theguardian.com/news/oliver-burkeman-s-blog/2013/sep/27/cashless-society-spend-money-clinkle,0.00403535,positive
2013-09-19,http://www.theguardian.com/technology/2013/sep/19/cullen-hoback-edward-snowden,-0.077439,negative
2013-09-09,http://www.theguardian.com/technology/2013/sep/09/jake-davis-topiary-lulzsec-answers,-0.062476,negative
2013-09-05,http://www.theguardian.com/technology/2013/sep/05/bitcoin-dealers-regulation-downing-street,-0.0188495,negative
2013-09-03,http://www.theguardian.com/technology/blog/2013/sep/03/htc-arrest-galaxy-mega-review,-0.0296612,negative
2013-08-28,http://www.theguardian.com/books/booksblog/2013/aug/28/twerk-geek-chic-oxford-dictionary,0.00327053,positive
2013-08-28,http://www.theguardian.com/media/mediamonkeyblog/2013/aug/28/miley-cyrus-oxford-english-dictionary-twerking,-0.0137277,negative
2013-08-26,http://www.theguardian.com/technology/2013/aug/26/bitcoin-lobbyists-us-authorities-scrutiny,0.0272845,positive
2013-08-21,http://www.theguardian.com/world/shortcuts/2013/aug/21/dread-pirate-roberts-silk-road,0.0345737,positive
2013-08-20,http://www.theguardian.com/media/2013/aug/20/media-briefing-tuesday-20-august,0.219308,positive
2013-08-19,http://www.theguardian.com/technology/2013/aug/19/bitcoin-unit-of-account-germany,-0.00340766,negative
2013-08-19,http://www.theguardian.com/business/2013/aug/19/japanese-trade-deficit-balloons-on-weak-yen-live,-0.0191657,negative
2013-08-16,http://www.theguardian.com/technology/blog/2013/aug/16/blackberry-ubuntu-google-dell-iphone,0.075126,positive
2013-08-15,http://www.theguardian.com/technology/2013/aug/15/google-android-bitcoin-securerandom-vulnerability,0.052166,positive
2013-08-15,http://www.theguardian.com/technology/blog/2013/aug/15/bill-gates-bitcoin-twitter-google,-0.0326541,negative
2013-08-13,http://www.theguardian.com/media/2013/aug/13/media-briefing-tuesday-13-august,0.0772115,positive
2013-08-13,http://www.theguardian.com/technology/blog/2013/aug/13/android,0.052522,positive
2013-08-12,http://www.theguardian.com/technology/blog/2013/aug/12/1,0.0249237,positive
2013-08-09,http://www.theguardian.com/technology/blog/2013/aug/09/google-apple-ios7-maps-malda,0.0441847,positive
2013-08-02,http://www.theguardian.com/media-network/partner-zone-infosecurity/market-for-vulnerability-data,0.0237333,positive
2013-07-31,http://www.theguardian.com/technology/blog/2013/jul/31/cybercrime-bitcoin-heroin-brian-krebs,0.00432731,positive
2013-07-31,http://www.theguardian.com/technology/2013/jul/31/thai-bitcoin-exchange-suspend-trading,-0.00744235,negative
2013-07-31,http://www.theguardian.com/technology/audio/2013/jul/31/podcast-tech-weekly-memoto-nexus,0.07021,positive
2013-07-30,http://www.theguardian.com/world/2013/jul/30/organised-crime-australia-economy-report,-0.046389,negative
2013-07-24,http://www.theguardian.com/technology/2013/jul/24/bitcoin-alleged-ponzi-fraud,-0.00821145,negative
2013-07-22,http://www.theguardian.com/technology/blog/2013/jul/22/technology-links-newsbucket,-0.0235384,negative
2013-07-10,http://www.theguardian.com/technology/blog/2013/jul/10/bitcoin-silk-road-dea-google,0.0268262,positive
2013-07-08,http://www.theguardian.com/technology/gamesblog/2013/jul/08/dragons-tale-mmorpg-gambling-bitcoin,0.0189044,positive
2013-07-06,http://www.theguardian.com/technology/2013/jul/07/how-would-you-like-to-pay-bitcoin,0.0195576,positive
2013-07-05,http://www.theguardian.com/science/political-science/2013/jul/05/bitcoin-virtual-currency,0.0438423,positive
2013-07-03,http://www.theguardian.com/commentisfree/2013/jul/03/bitcoin-sells-out-winklevoss-twins,0.0213381,positive
2013-07-03,http://www.theguardian.com/media/2013/jul/03/media-briefing-wednesday-3-july,0.0772115,positive
2013-07-02,http://www.theguardian.com/technology/2013/jul/02/winklevoss-twins-launch-bitcoin-fund,-0.0344082,negative
2013-07-01,http://www.theguardian.com/commentisfree/2013/jul/01/closing-down-drugs-websites,-0.0380852,negative
2013-07-01,http://www.theguardian.com/technology/blog/2013/jul/01/bitcoin-virtual-fortune-crypto-currency,0.0024826,positive
2013-06-25,http://www.theguardian.com/technology/2013/jun/25/bitcoin-successors-litecoin-freicoin,0.0156424,positive
2013-06-23,http://www.theguardian.com/technology/shortcuts/2013/jun/23/britains-first-bitcoin-pub,0.0222414,positive
2013-06-21,http://www.theguardian.com/technology/2013/jun/21/erase-your-digital-footprint,-0.018377,negative
2013-06-06,http://www.theguardian.com/business/2013/jun/06/eurozone-crisis-ebc-rates-greece-imf,-0.0384915,negative
2013-06-05,http://www.theguardian.com/books/2013/jun/05/money-unauthorised-biography-martin-review,-0.0416141,negative
2013-06-03,http://www.theguardian.com/technology/blog/2013/jun/03/microsoft-ipad-pc-patents,-0.0126088,negative
2013-06-02,http://www.theguardian.com/commentisfree/2013/jun/02/pocket-money-serious-business,-0.0111121,negative
2013-05-31,http://www.theguardian.com/technology/blog/2013/may/31/google-p2p,0.0456435,positive
2013-05-30,http://www.theguardian.com/commentisfree/2013/may/30/bitcoin-beyond-reach-of-government,0.000118734,positive
2013-05-29,http://www.theguardian.com/technology/blog/2013/may/29/intel-hacking,0.00907265,positive
2013-05-28,http://www.theguardian.com/business/2013/may/28/liberty-reserve-accused-money-laundering,-0.0573385,negative
2013-05-24,http://www.theguardian.com/technology/blog/2013/may/24/technology-links-newsbucket,0.0254005,positive
2013-05-20,http://www.theguardian.com/business/2013/may/20/seamless-grubhub-merger,0.109725,positive
2013-05-16,http://www.theguardian.com/technology/2013/may/16/lulzsec-unanswered-questions,0.0305623,positive
2013-05-16,http://www.theguardian.com/technology/2013/may/16/lulzsec-hackers-jailed-cyber-attacks,-0.06298,negative
2013-05-12,http://www.theguardian.com/books/2013/may/12/drugs-web-revolution-power-review,-0.0195457,negative
2013-05-10,http://www.theguardian.com/technology/2013/may/09/3d-printed-guns-plans-state-department,-0.0327775,negative
2013-05-10,http://www.theguardian.com/technology/blog/2013/may/10/technology-links-newsbucket,0.033607,positive
2013-05-09,http://www.theguardian.com/media/2013/may/09/1,-0.077679,negative
2013-05-06,http://www.theguardian.com/world/2013/may/06/3-handgun-fired-cody-wilson,-0.0165002,negative
2013-05-06,http://www.theguardian.com/technology/blog/2013/may/06/technology-links-newsbucket,0.0302611,positive
2013-05-03,http://www.theguardian.com/technology/blog/2013/may/03/technology-links-newsbucket,0.0326163,positive
2013-05-02,http://www.theguardian.com/books/2013/may/02/drugs-web-revolution-changing-world-high,0.0452598,positive
2013-05-02,http://www.theguardian.com/technology/blog/2013/may/02/google-now-iphone-pirate-bay,0.0212636,positive
2013-04-27,http://www.theguardian.com/theguardian/2013/apr/27/quiz-general-knowledge-guardian,0.0772115,positive
2013-04-26,http://www.theguardian.com/technology/2013/apr/26/brewster-kahle-internet-archive,-0.00290985,negative
2013-04-26,http://www.theguardian.com/technology/2013/apr/26/bitcoins-gain-currency-in-berlin,0.0606895,positive
2013-04-26,http://www.theguardian.com/technology/video/2013/apr/26/bitcoin-currency-moves-offline-berlin-video,0.0853205,positive
2013-04-19,http://www.theguardian.com/commentisfree/2013/apr/19/unthinkable-cheese-based-economy,0.030741,positive
2013-04-18,http://www.theguardian.com/society/2013/apr/18/drug-users-taken-advantage-sexually,0.0085611,positive
2013-04-18,http://www.theguardian.com/world/2013/apr/18/internet-drug-dealing-survey,-0.0299397,negative
2013-04-18,http://www.theguardian.com/media/2013/apr/18/1,-0.0242749,negative
2013-04-16,http://www.theguardian.com/commentisfree/2013/apr/16/gold-not-so-precious-metal,-0.0329581,negative
2013-04-16,http://www.theguardian.com/commentisfree/2013/apr/16/gold-price-fall-bad-omen,-0.0439163,negative
2013-04-14,http://www.theguardian.com/technology/shortcuts/2013/apr/14/winklevoss-twins-bitcoin-millionaires,-0.00171535,negative
2013-04-14,http://www.theguardian.com/commentisfree/2013/apr/14/virtual-economies-digital-money-talks,-0.0085427,negative
2013-04-13,http://www.theguardian.com/theobserver/2013/apr/14/for-the-record-corrections,-0.0374829,negative
2013-04-12,http://www.theguardian.com/business/2013/apr/12/eurozone-crisis-live-cameron-merkel-eurogroup,-0.00112213,negative
2013-04-12,http://www.theguardian.com/media/2013/apr/12/media-briefing-friday-12-april,-0.10267,negative
2013-04-12,http://www.theguardian.com/technology/blog/2013/apr/12/technology-links-newsbucket,0.0190057,positive
2013-04-11,http://www.theguardian.com/technology/2013/apr/11/bitcoin-exchange-halts-trade-value,0.00851285,positive
2013-04-11,http://www.theguardian.com/technology/blog/2013/apr/11/technology-links-newsbucket,-0.0133674,negative
2013-04-10,http://www.theguardian.com/technology/2013/apr/10/bitcoin-not-real-currency-cowrie,-0.0424,negative
2013-04-10,http://www.theguardian.com/technology/2013/apr/10/bitcoin-new-high-losing-160,-0.091287,negative
2013-04-09,http://www.theguardian.com/technology/blog/2013/apr/09/technology-links-newsbucket,0.0357423,positive
2013-04-08,http://www.theguardian.com/technology/blog/2013/apr/08/technology-links-newsbucket,0.00510195,positive
