Timestamp,Url,Title,Article ,High,Low,Weighted Price
2013-10-02,http://www.theguardian.com/technology/2013/oct/02/alleged-silk-road-website-founder-arrested-bitcoin,negative,positive,141.92999,109.7,124.76
2013-10-02,http://www.theguardian.com/technology/blog/2013/oct/02/samsung-benchmark-makerbot-windows,negative,negative,141.92999,109.7,124.76
2013-09-27,http://www.theguardian.com/news/oliver-burkeman-s-blog/2013/sep/27/cashless-society-spend-money-clinkle,positive,positive,142.66,134.82811,138.75
2013-09-19,http://www.theguardian.com/technology/2013/sep/19/cullen-hoback-edward-snowden,negative,positive,141.2,131.14,136.34
2013-09-09,http://www.theguardian.com/technology/2013/sep/09/jake-davis-topiary-lulzsec-answers,neutral,negative,137.48007,124,131.8
2013-09-05,http://www.theguardian.com/technology/2013/sep/05/bitcoin-dealers-regulation-downing-street,positive,negative,137.97,127.24164,131.9
2013-09-03,http://www.theguardian.com/technology/blog/2013/sep/03/htc-arrest-galaxy-mega-review,positive,negative,148.90893,142.2,145.23
2013-08-28,http://www.theguardian.com/books/booksblog/2013/aug/28/twerk-geek-chic-oxford-dictionary,negative,negative,131.72442,128.02,129.71
2013-08-28,http://www.theguardian.com/media/mediamonkeyblog/2013/aug/28/miley-cyrus-oxford-english-dictionary-twerking,neutral,negative,131.72442,128.02,129.71
2013-08-26,http://www.theguardian.com/technology/2013/aug/26/bitcoin-lobbyists-us-authorities-scrutiny,positive,positive,122.96996,119.91611,121.29
2013-08-21,http://www.theguardian.com/world/shortcuts/2013/aug/21/dread-pirate-roberts-silk-road,neutral,negative,125,119.68162,122.83
2013-08-20,http://www.theguardian.com/media/2013/aug/20/media-briefing-tuesday-20-august,neutral,positive,123.01111,116.817,120.78
2013-08-19,http://www.theguardian.com/technology/2013/aug/19/bitcoin-unit-of-account-germany,neutral,neutral,123.74518,111.771,118.4
2013-08-19,http://www.theguardian.com/business/2013/aug/19/japanese-trade-deficit-balloons-on-weak-yen-live,neutral,positive,123.74518,111.771,118.4
2013-08-16,http://www.theguardian.com/technology/blog/2013/aug/16/blackberry-ubuntu-google-dell-iphone,neutral,negative,112.3,108.21,109.71
2013-08-15,http://www.theguardian.com/technology/2013/aug/15/google-android-bitcoin-securerandom-vulnerability,neutral,positive,113.321,108.78,111.08
2013-08-15,http://www.theguardian.com/technology/blog/2013/aug/15/bill-gates-bitcoin-twitter-google,neutral,positive,113.321,108.78,111.08
2013-08-13,http://www.theguardian.com/media/2013/aug/13/media-briefing-tuesday-13-august,neutral,positive,109.64,104.5,107.38
2013-08-13,http://www.theguardian.com/technology/blog/2013/aug/13/android,positive,negative,109.64,104.5,107.38
2013-08-12,http://www.theguardian.com/technology/blog/2013/aug/12/1,neutral,negative,108.121,103.5,106.09
2013-08-09,http://www.theguardian.com/technology/blog/2013/aug/09/google-apple-ios7-maps-malda,positive,neutral,105.78999,101.935,103.21
2013-08-02,http://www.theguardian.com/media-network/partner-zone-infosecurity/market-for-vulnerability-data,negative,neutral,108,101.21111,105.07
2013-07-31,http://www.theguardian.com/technology/blog/2013/jul/31/cybercrime-bitcoin-heroin-brian-krebs,negative,neutral,111.65202,103.55,108.03
2013-07-31,http://www.theguardian.com/technology/2013/jul/31/thai-bitcoin-exchange-suspend-trading,negative,positive,111.65202,103.55,108.03
2013-07-31,http://www.theguardian.com/technology/audio/2013/jul/31/podcast-tech-weekly-memoto-nexus,negative,neutral,111.65202,103.55,108.03
2013-07-30,http://www.theguardian.com/world/2013/jul/30/organised-crime-australia-economy-report,neutral,neutral,107.99,100.47,103.81
2013-07-24,http://www.theguardian.com/technology/2013/jul/24/bitcoin-alleged-ponzi-fraud,neutral,positive,95.99,92.3,94.31
2013-07-22,http://www.theguardian.com/technology/blog/2013/jul/22/technology-links-newsbucket,negative,neutral,92,89.8,91.45
2013-07-10,http://www.theguardian.com/technology/blog/2013/jul/10/bitcoin-silk-road-dea-google,neutral,neutral,89.84,75.53,82.4
2013-07-08,http://www.theguardian.com/technology/gamesblog/2013/jul/08/dragons-tale-mmorpg-gambling-bitcoin,positive,neutral,80,72.46,76.96
2013-07-06,http://www.theguardian.com/technology/2013/jul/07/how-would-you-like-to-pay-bitcoin,negative,neutral,74.99997,66.8119,70.26
2013-07-05,http://www.theguardian.com/science/political-science/2013/jul/05/bitcoin-virtual-currency,negative,neutral,80.60299,65.42448,71.11
2013-07-03,http://www.theguardian.com/commentisfree/2013/jul/03/bitcoin-sells-out-winklevoss-twins,neutral,negative,91.2,76,83.18
2013-07-03,http://www.theguardian.com/media/2013/jul/03/media-briefing-wednesday-3-july,neutral,neutral,91.2,76,83.18
2013-07-02,http://www.theguardian.com/technology/2013/jul/02/winklevoss-twins-launch-bitcoin-fund,negative,negative,92.57,87.51,90.03
2013-07-01,http://www.theguardian.com/commentisfree/2013/jul/01/closing-down-drugs-websites,positive,negative,98.1801,86.011,91.24
2013-07-01,http://www.theguardian.com/technology/blog/2013/jul/01/bitcoin-virtual-fortune-crypto-currency,positive,positive,98.1801,86.011,91.24
2013-06-25,http://www.theguardian.com/technology/2013/jun/25/bitcoin-successors-litecoin-freicoin,neutral,neutral,109.98,100,104.15
2013-06-23,http://www.theguardian.com/technology/shortcuts/2013/jun/23/britains-first-bitcoin-pub,neutral,neutral,109,106.19675,107.49
2013-06-21,http://www.theguardian.com/technology/2013/jun/21/erase-your-digital-footprint,positive,negative,115.005,107.56,111.34
2013-06-06,http://www.theguardian.com/business/2013/jun/06/eurozone-crisis-ebc-rates-greece-imf,positive,negative,123.29999,117,119.68
2013-06-05,http://www.theguardian.com/books/2013/jun/05/money-unauthorised-biography-martin-review,negative,positive,123.5,119.5,121.46
2013-06-03,http://www.theguardian.com/technology/blog/2013/jun/03/microsoft-ipad-pc-patents,neutral,negative,122.78483,115.111,119.01
2013-06-02,http://www.theguardian.com/commentisfree/2013/jun/02/pocket-money-serious-business,negative,negative,130.1,115,121.96
2013-05-31,http://www.theguardian.com/technology/blog/2013/may/31/google-p2p,neutral,negative,130,126.33,128.15
2013-05-30,http://www.theguardian.com/commentisfree/2013/may/30/bitcoin-beyond-reach-of-government,neutral,neutral,132.4,126.5,129.41
2013-05-29,http://www.theguardian.com/technology/blog/2013/may/29/intel-hacking,neutral,neutral,132.71988,127.6,130.37
2013-05-28,http://www.theguardian.com/business/2013/may/28/liberty-reserve-accused-money-laundering,positive,negative,130.62998,125.4,127.98
2013-05-24,http://www.theguardian.com/technology/blog/2013/may/24/technology-links-newsbucket,positive,neutral,133.98,125.35502,129.85
2013-05-20,http://www.theguardian.com/business/2013/may/20/seamless-grubhub-merger,positive,positive,123.69,120.1,122.31
2013-05-16,http://www.theguardian.com/technology/2013/may/16/lulzsec-unanswered-questions,neutral,negative,118.96999,112.1,115.44
2013-05-16,http://www.theguardian.com/technology/2013/may/16/lulzsec-hackers-jailed-cyber-attacks,neutral,neutral,118.96999,112.1,115.44
2013-05-12,http://www.theguardian.com/books/2013/may/12/drugs-web-revolution-power-review,positive,neutral,117.47,112.4,114.6
