Timestamp,Open,High,Low,Close,Volume (BTC),Volume (Currency),Weighted Price
9/18/13 0:00,139.15002,142,139.01001,140.41238,8189.61,1148501.39,140.24
9/19/13 0:00,140.41234,141.2,131.14,135.05037,19769.45,2695293.89,136.34
9/20/13 0:00,135.89477,137.28,131,133.80726,9923.67,1334825.55,134.51
9/21/13 0:00,133.80726,135.99,132,134.38,4441.25,594385.99,133.83
9/22/13 0:00,134.33795,135,131,134.00001,5570.74,739648.9,132.77
9/23/13 0:00,134.9,135,132,133.4,4464.49,596235.7,133.55
9/24/13 0:00,133.4,136.59141,132.5,134.7788,6929.87,932097.52,134.5
9/25/13 0:00,134.77898,138,134.7,135,8243.79,1122963.75,136.22
9/26/13 0:00,135.00135,139,134.71,137.10002,5222.84,712709.65,136.46
9/27/13 0:00,135.85005,142.66,134.82811,138.93,25900.19,3593626.81,138.75
9/28/13 0:00,138.93,143,138.02021,142.5,12989.28,1827958.48,140.73
9/29/13 0:00,142.49,145.81,141.36005,143.88402,17790.6,2567567.39,144.32
9/30/13 0:00,143.89402,145.81,138.12,141.8965,12845.12,1825855.17,142.14
10/1/13 0:00,143.28122,144.44,139.41,140.3,7709.57,1092164.83,141.66
10/2/13 0:00,140.30001,141.92999,109.7,123,110147.64,13742025.51,124.76
10/3/13 0:00,123,132,120.1,130.98925,34445.57,4386579.6,127.35
10/4/13 0:00,130.97902,139.8,128.5,136.82222,17710.25,2387682.76,134.82
10/5/13 0:00,136.82222,138,135.3,136.69511,4479.67,611381.98,136.48
10/6/13 0:00,136.73026,138,134.1,137.8,4660.13,634031,136.05
10/7/13 0:00,137.01002,139,135.12,135.80001,6405.78,878670.99,137.17
10/8/13 0:00,136.82274,137.79499,135.66,136.50002,4157.41,568230.67,136.68
10/9/13 0:00,136.50998,142.1,135.8,139.5,16615.18,2314148.32,139.28
10/10/13 0:00,139.42001,141.69,138.51,140.41013,10157.64,1428027.92,140.59
10/11/13 0:00,141.41,141.85,138.87001,140.1,6280.51,883230.52,140.63
10/12/13 0:00,141.7929,143.0571,139.4,142.89995,10622.03,1504393.7,141.63
10/13/13 0:00,142.61096,147.65,141.50021,147.53,15998.51,2317585.06,144.86
10/14/13 0:00,147.53,153.69902,146.03267,151.38003,29438.93,4432598.32,150.57
10/15/13 0:00,150.6295,158.1,150.628,158.1,14282.45,2204254.58,154.33
10/16/13 0:00,158.1,163,144.20004,152.83,41433.58,6434985.71,155.31
10/17/13 0:00,151.645,159.95,150.75471,157.60001,15093.85,2350949.12,155.76
10/18/13 0:00,158.25323,168.3,156.5,168.3,24861.11,4061489.24,163.37
10/19/13 0:00,168.2,195.83267,167.1,183.17999,54485.2,9865972.88,181.08
10/20/13 0:00,180.80004,186.12,177.25,186.12,11174.87,2043935.17,182.9
10/21/13 0:00,186.12,197.39005,183.2,192.795,22991.33,4406343.31,191.65
10/22/13 0:00,192.795,205.5,192.795,203,32953.99,6582493.65,199.75
10/23/13 0:00,203.99829,228,200.75,228,38958.66,8332514.78,213.88
10/24/13 0:00,227.99997,233.4,175.30001,206.995,95972.97,19489369.74,203.07
10/25/13 0:00,206.985,209,176.60399,197.90999,35744.04,6740413.02,188.57
10/26/13 0:00,197.19879,198.42679,187,188.56002,11593.23,2227101.45,192.1
10/27/13 0:00,189.92363,207.9,189,207.0001,12904.93,2578681.55,199.82
10/28/13 0:00,207.5,209.79,200.42,206.9,10041.16,2072651.32,206.42
10/29/13 0:00,207.5,216.5,204.20001,216,8958.39,1892602.51,211.27
10/30/13 0:00,215.502,216.5,204,208,12582.47,2654807.1,210.99
10/31/13 0:00,206,215,205.43565,211.1714,4608.29,976625.58,211.93
11/1/13 0:00,211.20177,215,209.76,213.5,4884.45,1039764.67,212.87
11/2/13 0:00,213.50003,214.87996,211.02,211.70001,4375.23,932092.25,213.04
11/3/13 0:00,212.2,226.959,212.105,224.01001,12032.84,2641482.54,219.52
11/4/13 0:00,224.7,239.02,222,238.19039,16899.84,3895904.69,230.53
11/5/13 0:00,238.19039,258.87626,229,251.3,44067.26,10833235.33,245.83
11/6/13 0:00,251.4134,272.52,251.4134,264.1,37807.24,9944331.96,263.03
11/7/13 0:00,264.11,324.198,263.60001,309.659,85178.59,25293726.93,296.95
11/8/13 0:00,309.99999,358,308.01001,355,43831.61,14805767.39,337.79
11/9/13 0:00,355.06361,395,340,367.8,49272.46,18199556.28,369.37
11/10/13 0:00,365.12,372.5,290,336.33101,74095.68,24174067.08,326.25
11/11/13 0:00,341.0302,376,321.41,363,17785.25,6255033.51,351.7
11/12/13 0:00,362.99999,391.52574,359.02,380.1,21029.65,7937468.75,377.44
11/13/13 0:00,380.25003,445,372.183,434.87999,35274.27,14480339.54,410.51
11/14/13 0:00,434.87499,447.49999,402.54,433.4,30773.28,13184591.73,428.44
11/15/13 0:00,433.4,458,413.05,434,27269.09,11898612.6,436.34
11/16/13 0:00,434,477,428.01172,461.9999,18664.14,8527635.05,456.9
11/17/13 0:00,458.95149,536.777,457,528.31991,26509.66,13242526.69,499.54
11/18/13 0:00,528,788,522,785.50007,71436.42,45079283.98,631.04
11/19/13 0:00,785.50007,900.97998,502.6212,645.71675,98637.13,68768815.23,697.19
11/20/13 0:00,643.00001,650,453.29,638,91019.97,50391282.67,553.63
11/21/13 0:00,630.12001,784.4444,595.21,765.10001,38191.57,26748978.88,700.39
11/22/13 0:00,768.99999,821.999,682.3,802,29655.73,22307022.39,752.2
11/23/13 0:00,802,889.99999,799.60484,832.524,20952.76,17609317.85,840.43
11/24/13 0:00,839.99,855,745.2,795,25843.73,20686216.59,800.43
11/25/13 0:00,795.00166,850,758.95852,830,25978.29,21099945.05,812.21
11/26/13 0:00,829.995,975,825.1,970,31183.08,27905311.15,894.89
11/27/13 0:00,970,1094.794,914.31556,1080,37306.24,37321053.75,1000.4
11/28/13 0:00,1087.94315,1224.59998,1032.15,1101.47497,37215.12,42727152.2,1148.11
11/29/13 0:00,1101.42,1242,1050,1206.97761,38295.2,44555938.94,1163.49
11/30/13 0:00,1205,1233,1150.25,1205.8,14782.96,17886454.2,1209.94
12/1/13 0:00,1206.00001,1216.9,840.32,1004.42392,79772.7,83086786.68,1041.54
12/2/13 0:00,1005,1117.79999,975,1096.63251,36675.47,38845192.51,1059.16
12/3/13 0:00,1099.9,1185.77338,1065,1155,18945.16,21435545.47,1131.45
12/4/13 0:00,1155,1240,1131.72718,1237.955,15885.31,18947255.39,1192.75
12/5/13 0:00,1230.005,1240,870.001,1106.4345,57982.86,61804648.25,1065.91
12/6/13 0:00,1106.899,1118.989,800,845,53161.11,50399613.13,948.05
12/7/13 0:00,846,895.89,576,696.99999,97325.91,70458455.47,723.94
12/8/13 0:00,693.25256,829,653.0001,804.00001,31105.78,22961371.65,738.17
12/9/13 0:00,810.98,980.17661,787.75,918.99,27227,24179362.99,888.07
12/10/13 0:00,915.935,1067.99999,912,1033.975,21706.67,21340424.33,983.13
12/11/13 0:00,1026.00001,1056.9,856.123,920,23949.51,22661100.57,946.2
12/12/13 0:00,908.00003,941,839.5,899.9999,9649.93,8553071.81,886.34
12/13/13 0:00,899.9999,990,882.15864,936.87547,17088.92,15910804.5,931.06
12/14/13 0:00,943.39623,948,875.13535,908.98998,11406.79,10359533.49,908.19
12/15/13 0:00,900.005,928,838.0201,920,15038.57,13186844.81,876.87
12/16/13 0:00,916,925,714.11,760,40795.65,32476301.78,796.07
12/17/13 0:00,760,780,678.8904,715,31284.06,22608843.58,722.7
12/18/13 0:00,715,717.015,455,541.00001,109722.89,62048984.58,565.51
12/19/13 0:00,541.21,746,522.44,731.98999,45305.81,29663995.69,654.75
12/20/13 0:00,730,774.47,621.25001,650,34364.27,23999605.66,698.39
12/21/13 0:00,649.393,689.99,610,640.5,14441.48,9356525.82,647.89
12/22/13 0:00,636.09001,700,615,639.48,11501.33,7603966.93,661.14
12/23/13 0:00,639.47998,725,631.00001,713.34506,14666.9,9934026.93,677.31
12/24/13 0:00,716.99999,729.99174,666.01,702.8,10677.15,7460474.08,698.73
12/25/13 0:00,696.86,710,674,707.3,5270.7,3669393.68,696.19
12/26/13 0:00,707.3,829.8,707.3,802.11,23193.34,17954026.6,774.1
12/27/13 0:00,807,837,768,803.23,13466.88,10752491.64,798.44
12/28/13 0:00,803.23,806,715.6,762.005,13149.18,9976713.28,758.73
12/29/13 0:00,767,804,735,785.00501,6940.14,5370367.6,773.81
12/30/13 0:00,789.995,818.888,781,804.87996,10027.39,8054469.04,803.25
12/31/13 0:00,804.87492,813.99999,777,806.00503,8836.73,7037218.27,796.36
1/1/14 0:00,806.01002,830,771,815.995,10688.03,8607372.98,805.33
1/2/14 0:00,812.58795,886.31309,810.5601,857,12414.27,10505152.34,846.22
1/3/14 0:00,859,888.8,840,884.888,9294.23,8061999,867.42
1/4/14 0:00,884.88299,932.37989,848.47873,924.92499,13956.51,12544052.76,898.8
1/5/14 0:00,929.89997,1029.98765,911.58,1015,21223.75,20650812.94,973
1/6/14 0:00,1015,1093.68199,965,1012.89899,22630.17,23190399.38,1024.76
1/7/14 0:00,1012.88,1044.2,880,880,22263.98,21388990.09,960.7
1/8/14 0:00,884,966.9963,859,939,13749.64,12643822.27,919.57
1/9/14 0:00,933.015,964.69663,866.58247,937,14051.54,12889230.7,917.28
1/10/14 0:00,935,964.99,906,957.89998,6000.45,5605099.47,934.11
1/11/14 0:00,957.573,1011,935.13,1005.5,10919.53,10706210.18,980.46
1/12/14 0:00,1005.50001,1022.99,922.3,940,9818.82,9515044.43,969.06
1/13/14 0:00,940,949.47573,880.11,923.1001,9667.14,8815713.47,911.93
1/14/14 0:00,925.9,943,905,920,3891.44,3591968.04,923.04
1/15/14 0:00,920,973.2,915.15,941.31001,6443.14,6109243.93,948.18
1/16/14 0:00,948.995,956.06,911.01001,914,4702.8,4367877.78,928.78
1/17/14 0:00,914,930,867.43,894.4,9858.98,8822154.68,894.83
1/18/14 0:00,894.9191,925,885,906.005,5755.52,5247377.79,911.71
1/19/14 0:00,906,958.24,902.01,954.995,7460.05,6969555.38,934.25
1/20/14 0:00,954.99999,980.59324,926,956.00002,10274.06,9858099.85,959.51
1/21/14 0:00,959.49999,974.4,943.32,962.36655,5988.52,5766197.52,962.88
1/22/14 0:00,970.57947,974,935,951,4322.79,4103109.17,949.18
1/23/14 0:00,951.00001,958.99999,937.12135,945,1562.13,1481268.01,948.23
1/24/14 0:00,943.50294,950,903.4,917.05879,5810.19,5354994.03,921.66
1/25/14 0:00,924.97987,978.6,916.01,961.23871,7830.78,7495981.7,957.25
1/26/14 0:00,963.93,1038.15894,950.73,1007.09456,12962.01,12955209.15,999.48
1/27/14 0:00,1007.09456,1022,937.67,944,7932.2,7715077.06,972.63
1/28/14 0:00,944,973,912.02001,933.00003,10017.57,9431740.02,941.52
1/29/14 0:00,933.5,950.99999,919.3,926.13124,5339.1,4967492.73,930.4
1/30/14 0:00,931.99954,953.97898,910.11,942.10001,5072.14,4727314.3,932.02
1/31/14 0:00,942.10001,955.183,925,939.27508,3852.39,3633672.17,943.23
2/1/14 0:00,949.98,969.3999,928,940.6,4055.92,3850636.1,949.39
2/2/14 0:00,949.46534,960,935.0001,954,1458.55,1379138.93,945.56
2/3/14 0:00,954,960,940.01,940.01001,931.44,883923.37,948.99
